timestamp_utc,relative_path,action,description
2026-09-19T00:00:00Z,app/build.gradle.kts,updated,"versionCode 1->2, versionName 0.1.0->1.5.0, kept in step with AppInfo.kt's APP_VERSION for Round 5."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/AttributionExtractor.kt,updated,"Added manual label overrides (OVERRIDE_POLITICAL/COMMERCIAL/NONE), wired into reLabel() so a manual choice always wins over the automatic tiers; widened the Political/Commercial keyword lists for better default accuracy."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/MessageLogDatabase.kt,updated,DB version 2->3: added a label_override table plus setLabelOverride()/labelOverrides(); added markAllRead() for the new 'Mark all read' button; queryLog()/allForReports()/processedConversations() now apply overrides to every entry they return.
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/MessageLogEntry.kt,updated,Added labelOverride field; senderLabel now passes address + labelOverride into AttributionExtractor.reLabel().
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/AppInfo.kt,updated,"Replaced the single APP_VERSION_NOTES string with a full, retroactive APP_VERSION_HISTORY list (v1.1 through v1.6) so the About dialog shows what every past round added, not just the current one."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/ConversationListScreen.kt,updated,"Added a per-row label-override menu (Automatic/Political/Commercial/No label, a Sell icon that highlights when set); added a 'Mark all read' button that respects the Unread-only filter; About dialog now scrolls through the full version history."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/SrbScreen.kt,updated,Passes address + labelOverride into AttributionExtractor.reLabel() so a manual override is reflected on the S.R.B. tab too.
2026-09-20T00:00:00Z,app/build.gradle.kts,updated,"versionCode 2->3, versionName 1.5.0->1.6.0 for Round 6."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/MainActivity.kt,fixed,"Re-synced to Mr. George's PC via the device bridge - the Round 6 sync had sent the updated ConversationListScreen.kt (which now requires labelOverrides/onSetLabelOverride/onMarkAllRead) without also resending the matching MainActivity.kt, causing the build error ""No value passed for parameter 'labelOverrides'"". This was Claude's sync mistake, not a code defect - the source file already supplied all three parameters correctly."
2026-09-20T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/ConversationListScreen.kt,verified,Re-synced alongside the MainActivity.kt fix above (no content change) purely to guarantee the two files stay a matched pair on Mr. George's PC.
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/LabelTag.kt,created,"Round 7: factored the tag icon + Automatic/Political/Commercial/No-label menu (previously inlined only in ConversationListScreen.kt) into one shared LabelTagButton composable, so Messages/S.R.B./Log/Reports all call the exact same control instead of each maintaining their own copy."
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/ConversationListScreen.kt,updated,Refactored to call the new shared LabelTagButton instead of its own inline IconButton+DropdownMenu; removed now-unused Sell icon import and the local showLabelMenu state.
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/SrbScreen.kt,updated,"Added the LabelTagButton to each S.R.B. row (new onSetLabelOverride parameter on SrbScreen/SrbRow) - fixes Mr. George's ""I cannot manually change the label"" report: the override control previously existed only on the Messages tab, so it was lost the moment a conversation was processed and moved here."
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/LogScreen.kt,updated,Added the LabelTagButton to each Log row (new onSetLabelOverride parameter on LogScreen/LogRow) for the same reason as SrbScreen - MessageLogEntry already carried labelOverride per row, it just had no control to set it.
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/ui/ReportsScreen.kt,updated,"Added the LabelTagButton to each expanded message row (new onSetLabelOverride parameter threaded through ReportsScreen -> BucketCard -> SenderRow -> ExpandedMessageRow), plus showing the raw address next to it since a Reports row can aggregate several numbers under one RE: label."
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/MainActivity.kt,updated,"Lifted the label-override handler into one shared setLabelOverride lambda in AppRoot and passed it to all four screens (Messages/S.R.B./Log/Reports) instead of only Messages."
2026-09-21T00:00:00Z,app/src/main/java/com/georgeapp/bulksmsreply/AppInfo.kt,updated,"Round 7 entry added (v0.17); ALL version numbers rescaled by multiplying by .1 per Mr. George's request (v1.1-v1.6 -> v0.11-v0.16) so the app reads as pre-1.0/still-in-development - same rounds, same notes, only the number changed. Full rationale in the file's top comment."
2026-09-21T00:00:00Z,app/build.gradle.kts,updated,"versionCode 3->4 (unaffected by the rescale, keeps incrementing normally); versionName 1.6.0->0.17.0 to match AppInfo.kt's rescaled APP_VERSION."
